                              Time ,0-12 Snook                         ,3-12 Snook                         ,12-48 Snook                        ,48-90 Snook                        ,90+ Snook                          ,0-3 Red Drum                       ,3-8 Red Drum                       ,8-18 Red Drum                      ,18-36 Red Drum                     ,36+ Red Drum                       ,0-3 Sea Trout                      ,3-18 Sea Trout                     ,18+ Sea Trout                      ,0-3 Sand Trout                     ,3-12 Sand Trout                    ,12+ Sand Trout                     ,0-6 Mullet                         ,6-18 Mullet                        ,18+ Mullet                         ,Mackrel 0-3                        ,Mackrel 3+                         ,Ladyfish 0-10                      ,Ladyfish 10+                       ,Jacks                              ,Bay Anchovy                        ,Pin Fish                           ,Spot                               ,Silver Perch                       ,Scaled Sardine                     ,Mojarra                            ,Threadfin Herring                  ,Manhaden                           ,Menidia (silverside)               ,Catfish                            ,Bumper                             ,Caridan Shrimp                     ,Shrimp                             ,Stone Crab                         ,Blue Crab                          ,Cyprinodontids                     ,Poecilids                          ,Pigfish                            ,Gobies                             ,Rays                               ,Benthic Invertebrates              ,Macro Zooplankton                  ,Micro Zoolplankton                 ,Infauna                            ,Attached Microalgae                ,Sea Grass                          ,Phytoplankton                      ,Detritus                           ,
            0.0000000,            0.0000000,            0.0000000,            0.0200000,            0.0350000,            0.0000000,            0.0000000,            0.0000000,            0.0000000,            0.0050000,            0.0005000,            0.0000000,            0.0000000,            0.0500000,            0.0000000,            0.0000000,            0.0165000,            0.0000000,            0.2500000,            0.5000000,            0.0000000,            0.0050000,            0.0000000,            0.0100000,            0.0000000,            0.0200000,            0.0010000,            0.0000000,            0.0010000,            0.0010000,            0.0000000,            0.0000000,            0.0100000,            0.0000000,            0.0100000,            0.0000000,            0.0000000,            0.0010000,            0.0000000,            0.0990000,            0.0000000,            0.0000000,            0.0000000,            0.0000000,            0.0000000,            0.0000000,            0.0000000,            0.0000000,            0.0000000,            0.0000000,            0.0000000,            0.0000000,            0.0000000,
                0.000000000,                0.000000000,                0.000000000,                0.019823078,                0.034888949,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.004971451,                0.000499356,                0.000000000,                0.000000000,                0.049740404,                0.000000000,                0.000000000,                0.016427919,                0.000000000,                0.236323863,                0.478077263,                0.000000000,                0.004989815,                0.000000000,                0.009810879,                0.000000000,                0.019615056,                0.000992542,                0.000000000,                0.000992649,                0.000989809,                0.000000000,                0.000000000,                0.009850780,                0.000000000,                0.009994119,                0.000000000,                0.000000000,                0.000971758,                0.000000000,                0.098003872,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,
                0.083333336,                0.000000000,                0.000000000,                0.019447852,                0.034637146,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.004909392,                0.000496846,                0.000000000,                0.000000000,                0.049142018,                0.000000000,                0.000000000,                0.016266759,                0.000000000,                0.212460428,                0.446501136,                0.000000000,                0.004953029,                0.000000000,                0.009427134,                0.000000000,                0.018350374,                0.000973586,                0.000000000,                0.000966719,                0.000954436,                0.000000000,                0.000000000,                0.009462739,                0.000000000,                0.009960772,                0.000000000,                0.000000000,                0.000883192,                0.000000000,                0.094396099,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,
                0.166666657,                0.000000000,                0.000000000,                0.018900165,                0.034211285,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.004806084,                0.000492243,                0.000000000,                0.000000000,                0.048133835,                0.000000000,                0.000000000,                0.015972592,                0.000000000,                0.183977693,                0.411541730,                0.000000000,                0.004883948,                0.000000000,                0.008857254,                0.000000000,                0.016596606,                0.000945581,                0.000000000,                0.000926839,                0.000901180,                0.000000000,                0.000000000,                0.008930888,                0.000000000,                0.009883437,                0.000000000,                0.000000000,                0.000768045,                0.000000000,                0.088797078,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,
                0.250000000,                0.000000000,                0.000000000,                0.018210843,                0.033607338,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.004663252,                0.000485464,                0.000000000,                0.000000000,                0.046745043,                0.000000000,                0.000000000,                0.015543460,                0.000000000,                0.154767781,                0.377078980,                0.000000000,                0.004781336,                0.000000000,                0.008094126,                0.000000000,                0.014684208,                0.000911168,                0.000000000,                0.000878315,                0.000838157,                0.000000000,                0.000000000,                0.008334567,                0.000000000,                0.009757123,                0.000000000,                0.000000000,                0.000650254,                0.000000000,                0.082004592,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,
                0.333333343,                0.000000000,                0.000000000,                0.017398084,                0.032826424,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.004484888,                0.000476683,                0.000000000,                0.000000000,                0.045026049,                0.000000000,                0.000000000,                0.014997341,                0.000000000,                0.127689958,                0.344549239,                0.000000000,                0.004648877,                0.000000000,                0.007125425,                0.000000000,                0.012821469,                0.000872567,                0.000000000,                0.000825283,                0.000771491,                0.000000000,                0.000000000,                0.007724443,                0.000000000,                0.009584236,                0.000000000,                0.000000000,                0.000543339,                0.000000000,                0.074725807,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,
                0.416666657,                0.000000000,                0.000000000,                0.016470091,                0.031869836,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.004275616,                0.000466205,                0.000000000,                0.000000000,                0.043088999,                0.000000000,                0.000000000,                0.014361077,                0.000000000,                0.104300097,                0.314685285,                0.000000000,                0.004492446,                0.000000000,                0.005950007,                0.000000000,                0.011112975,                0.000831460,                0.000000000,                0.000770528,                0.000705060,                0.000000000,                0.000000000,                0.007128567,                0.000000000,                0.009370842,                0.000000000,                0.000000000,                0.000452251,                0.000000000,                0.067451872,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,
                0.499999970,                0.000000000,                0.000000000,                0.015447686,                0.030751240,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.004041518,                0.000454357,                0.000000000,                0.000000000,                0.041016787,                0.000000000,                0.000000000,                0.013663301,                0.000000000,                0.084990084,                0.288312733,                0.000000000,                0.004318400,                0.000000000,                0.004885955,                0.000000000,                0.009607668,                0.000789313,                0.000000000,                0.000715988,                0.000641317,                0.000000000,                0.000000000,                0.006563755,                0.000000000,                0.009124505,                0.000000000,                0.000000000,                0.000378258,                0.000000000,                0.060525849,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,
                0.583333313,                0.000000000,                0.000000000,                0.014403595,                0.029532218,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.003796134,                0.000441458,                0.000000000,                0.000000000,                0.038886461,                0.000000000,                0.000000000,                0.012931941,                0.000000000,                0.069790944,                0.266366512,                0.000000000,                0.004133010,                0.000000000,                0.004050375,                0.000000000,                0.008327647,                0.000747526,                0.000000000,                0.000663145,                0.000581925,                0.000000000,                0.000000000,                0.006041653,                0.000000000,                0.008853459,                0.000000000,                0.000000000,                0.000321721,                0.000000000,                0.054214947,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,
                0.666666627,                0.000000000,                0.000000000,                0.013396392,                0.028267710,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.003550700,                0.000427806,                0.000000000,                0.000000000,                0.036752019,                0.000000000,                0.000000000,                0.012193449,                0.000000000,                0.058473170,                0.249327600,                0.000000000,                0.003942286,                0.000000000,                0.003402905,                0.000000000,                0.007286611,                0.000707328,                0.000000000,                0.000613236,                0.000528114,                0.000000000,                0.000000000,                0.005570499,                0.000000000,                0.008566312,                0.000000000,                0.000000000,                0.000282777,                0.000000000,                0.048737913,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,
                0.749999940,                0.000000000,                0.000000000,                0.012462889,                0.026998291,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.003314709,                0.000413778,                0.000000000,                0.000000000,                0.034679875,                0.000000000,                0.000000000,                0.011471263,                0.000000000,                0.050481606,                0.236713842,                0.000000000,                0.003751716,                0.000000000,                0.002911397,                0.000000000,                0.006486732,                0.000669511,                0.000000000,                0.000567260,                0.000480742,                0.000000000,                0.000000000,                0.005153881,                0.000000000,                0.008271595,                0.000000000,                0.000000000,                0.000260398,                0.000000000,                0.044231936,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,
                0.833333254,                0.000000000,                0.000000000,                0.011624472,                0.025753144,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.003094224,                0.000399688,                0.000000000,                0.000000000,                0.032717209,                0.000000000,                0.000000000,                0.010784226,                0.000000000,                0.044964172,                0.227375761,                0.000000000,                0.003565788,                0.000000000,                0.002544267,                0.000000000,                0.005907737,                0.000634303,                0.000000000,                0.000525829,                0.000440105,                0.000000000,                0.000000000,                0.004789260,                0.000000000,                0.007976879,                0.000000000,                0.000000000,                0.000251311,                0.000000000,                0.040698327,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,
                0.916666567,                0.000000000,                0.000000000,                0.010878322,                0.024541359,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.002890831,                0.000385763,                0.000000000,                0.000000000,                0.030873518,                0.000000000,                0.000000000,                0.010143842,                0.000000000,                0.040997475,                0.220440388,                0.000000000,                0.003387781,                0.000000000,                0.002270967,                0.000000000,                0.005508399,                0.000601970,                0.000000000,                0.000489679,                0.000405859,                0.000000000,                0.000000000,                0.004470170,                0.000000000,                0.007687988,                0.000000000,                0.000000000,                0.000250927,                0.000000000,                0.038018938,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,
                0.999999940,                0.000000000,                0.000000000,                0.010218283,                0.023379382,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.002707811,                0.000372157,                0.000000000,                0.000000000,                0.029168518,                0.000000000,                0.000000000,                0.009551643,                0.000000000,                0.037683073,                0.215368941,                0.000000000,                0.003219708,                0.000000000,                0.002069487,                0.000000000,                0.005243000,                0.000572239,                0.000000000,                0.000458398,                0.000377252,                0.000000000,                0.000000000,                0.004189361,                0.000000000,                0.007408857,                0.000000000,                0.000000000,                0.000255313,                0.000000000,                0.036035500,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,
                1.083333254,                0.000000000,                0.000000000,                0.009622171,                0.022278795,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.002547425,                0.000358964,                0.000000000,                0.000000000,                0.027613172,                0.000000000,                0.000000000,                0.009004325,                0.000000000,                0.034112200,                0.211958721,                0.000000000,                0.003062552,                0.000000000,                0.001921756,                0.000000000,                0.005071117,                0.000544812,                0.000000000,                0.000431402,                0.000353406,                0.000000000,                0.000000000,                0.003940263,                0.000000000,                0.007141852,                0.000000000,                0.000000000,                0.000261677,                0.000000000,                0.034591097,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,
                1.166666627,                0.000000000,                0.000000000,                0.009093591,                0.021248905,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.002411720,                0.000346251,                0.000000000,                0.000000000,                0.026214430,                0.000000000,                0.000000000,                0.008506060,                0.000000000,                0.030423537,                0.210398838,                0.000000000,                0.002916747,                0.000000000,                0.001815744,                0.000000000,                0.004966336,                0.000519545,                0.000000000,                0.000408171,                0.000333578,                0.000000000,                0.000000000,                0.003719080,                0.000000000,                0.006888282,                0.000000000,                0.000000000,                0.000268811,                0.000000000,                0.033568785,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,
                1.250000000,                0.000000000,                0.000000000,                0.008638483,                0.020296214,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.002302734,                0.000334064,                0.000000000,                0.000000000,                0.024975955,                0.000000000,                0.000000000,                0.008059748,                0.000000000,                0.029122418,                0.209483415,                0.000000000,                0.002782339,                0.000000000,                0.001741022,                0.000000000,                0.004918141,                0.000496333,                0.000000000,                0.000388364,                0.000317314,                0.000000000,                0.000000000,                0.003523724,                0.000000000,                0.006649056,                0.000000000,                0.000000000,                0.000276806,                0.000000000,                0.032907419,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,
                1.333333373,                0.000000000,                0.000000000,                0.008263639,                0.019423889,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.002223209,                0.000322454,                0.000000000,                0.000000000,                0.023899494,                0.000000000,                0.000000000,                0.007667340,                0.000000000,                0.031950179,                0.207848653,                0.000000000,                0.002659097,                0.000000000,                0.001688569,                0.000000000,                0.004913521,                0.000474957,                0.000000000,                0.000371640,                0.000304164,                0.000000000,                0.000000000,                0.003350955,                0.000000000,                0.006424706,                0.000000000,                0.000000000,                0.000285063,                0.000000000,                0.032532968,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,
                1.416666746,                0.000000000,                0.000000000,                0.007961653,                0.018633261,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.002168172,                0.000311469,                0.000000000,                0.000000000,                0.022971695,                0.000000000,                0.000000000,                0.007324100,                0.000000000,                0.037826207,                0.205633163,                0.000000000,                0.002546568,                0.000000000,                0.001667163,                0.000000000,                0.004936690,                0.000455214,                0.000000000,                0.000357592,                0.000293608,                0.000000000,                0.000000000,                0.003197537,                0.000000000,                0.006215219,                0.000000000,                0.000000000,                0.000292810,                0.000000000,                0.032364678,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,                0.000000000,
